travel_date;5_to_7_am;7_to_8_am;8_to_11_am;7_to_11_pm;bus_origin;car_type;max_capacity;nb_passengers
30/12/2017;1;0;0;0;Kisii;shuttle;11;1
30/12/2017;1;0;0;0;Kijauri;shuttle;11;3
30/12/2017;1;0;0;0;Kijauri;shuttle;11;1
30/12/2017;0;1;0;0;Migori;Bus;49;1
30/12/2017;0;1;0;0;Rongo;Bus;49;4
30/12/2017;0;1;0;0;Homa Bay;Bus;49;31
30/12/2017;0;1;0;0;Rongo;Bus;49;1
30/12/2017;0;1;0;0;Kijauri;Bus;49;5
30/12/2017;0;1;0;0;Kisii;Bus;49;3
30/12/2017;0;1;0;0;Kijauri;Bus;49;4
30/12/2017;0;1;0;0;Kisii;Bus;49;1
30/12/2017;0;1;0;0;Migori;Bus;49;24
30/12/2017;0;1;0;0;Homa Bay;Bus;49;30
30/12/2017;0;1;0;0;Rongo;Bus;49;4
30/12/2017;0;1;0;0;Migori;Bus;49;11
30/12/2017;0;1;0;0;Migori;Bus;49;17
30/12/2017;0;1;0;0;Migori;Bus;49;26
30/12/2017;0;0;1;0;Kisii;shuttle;11;1
30/12/2017;0;0;1;0;Kijauri;shuttle;11;1
31/12/2017;1;0;0;0;Kijauri;shuttle;11;1
31/12/2017;1;0;0;0;Kisii;shuttle;11;2
31/12/2017;0;1;0;0;Migori;Bus;49;9
31/12/2017;0;1;0;0;Keroka;Bus;49;2
31/12/2017;0;1;0;0;Homa Bay;Bus;49;32
31/12/2017;0;1;0;0;Rongo;Bus;49;3
31/12/2017;0;1;0;0;Rongo;Bus;49;11
31/12/2017;0;1;0;0;Migori;Bus;49;26
31/12/2017;0;1;0;0;Homa Bay;Bus;49;9
31/12/2017;0;1;0;0;Rongo;Bus;49;4
31/12/2017;0;1;0;0;Migori;Bus;49;7
31/12/2017;0;1;0;0;Migori;Bus;49;11
31/12/2017;0;1;0;0;Rongo;Bus;49;2
31/12/2017;0;1;0;0;Migori;Bus;49;7
31/12/2017;0;1;0;0;Kisii;shuttle;11;1
31/12/2017;0;0;1;0;Kisii;shuttle;11;1
01/01/2018;1;0;0;0;Kisii;shuttle;11;2
01/01/2018;1;0;0;0;Kisii;shuttle;11;2
01/01/2018;1;0;0;0;Kisii;shuttle;11;1
01/01/2018;1;0;0;0;Kisii;shuttle;11;3
01/01/2018;1;0;0;0;Keroka;shuttle;11;1
01/01/2018;0;1;0;0;Homa Bay;Bus;49;23
01/01/2018;0;1;0;0;Rongo;Bus;49;5
01/01/2018;0;1;0;0;Migori;Bus;49;6
01/01/2018;0;1;0;0;Rongo;Bus;49;1
01/01/2018;0;1;0;0;Rongo;Bus;49;4
01/01/2018;0;1;0;0;Homa Bay;Bus;49;5
01/01/2018;0;1;0;0;Migori;Bus;49;2
01/01/2018;0;1;0;0;Migori;Bus;49;2
01/01/2018;0;0;0;1;Kisii;Bus;49;4
02/01/2018;1;0;0;0;Kisii;shuttle;11;1
02/01/2018;0;1;0;0;Homa Bay;Bus;49;10
02/01/2018;0;1;0;0;Kisii;Bus;49;1
02/01/2018;0;1;0;0;Migori;Bus;49;10
02/01/2018;0;1;0;0;Homa Bay;Bus;49;2
02/01/2018;0;1;0;0;Migori;Bus;49;3
02/01/2018;0;1;0;0;Migori;Bus;49;4
03/01/2018;1;0;0;0;Kisii;shuttle;11;11
03/01/2018;1;0;0;0;Kisii;shuttle;11;11
03/01/2018;1;0;0;0;Kisii;shuttle;11;11
03/01/2018;1;0;0;0;Kisii;shuttle;11;11
03/01/2018;1;0;0;0;Kisii;shuttle;11;11
03/01/2018;1;0;0;0;Kisii;shuttle;11;11
03/01/2018;1;0;0;0;Kisii;shuttle;11;2
03/01/2018;1;0;0;0;Kisii;shuttle;11;6
03/01/2018;1;0;0;0;Kisii;shuttle;11;4
03/01/2018;1;0;0;0;Kisii;shuttle;11;11
03/01/2018;0;1;0;0;Kisii;shuttle;11;1
03/01/2018;0;1;0;0;Rongo;Bus;49;3
03/01/2018;0;1;0;0;Homa Bay;Bus;49;26
03/01/2018;0;1;0;0;Rongo;Bus;49;7
03/01/2018;0;1;0;0;Kisii;Bus;49;1
03/01/2018;0;1;0;0;Kisii;Bus;49;24
03/01/2018;0;1;0;0;Migori;Bus;49;4
03/01/2018;0;1;0;0;Rongo;Bus;49;2
03/01/2018;0;1;0;0;Rongo;Bus;49;2
03/01/2018;0;1;0;0;Migori;Bus;49;12
03/01/2018;0;1;0;0;Kisii;shuttle;11;11
04/01/2018;0;1;0;0;Migori;Bus;49;1
04/01/2018;0;1;0;0;Rongo;Bus;49;3
04/01/2018;0;1;0;0;Homa Bay;Bus;49;30
04/01/2018;0;1;0;0;Rongo;Bus;49;3
04/01/2018;0;1;0;0;Migori;Bus;49;11
04/01/2018;0;1;0;0;Rongo;Bus;49;3
04/01/2018;0;1;0;0;Kisii;Bus;49;2
04/01/2018;0;1;0;0;Migori;Bus;49;1
04/01/2018;0;1;0;0;Migori;Bus;49;3
04/01/2018;0;1;0;0;Migori;Bus;49;14
04/01/2018;0;1;0;0;Kisii;shuttle;11;1
04/01/2018;0;1;0;0;Kisii;shuttle;11;1
04/01/2018;0;0;1;0;Kisii;shuttle;11;1
04/01/2018;0;0;1;0;Kisii;shuttle;11;3
04/01/2018;0;0;1;0;Kisii;shuttle;11;5
04/01/2018;0;0;1;0;Kisii;shuttle;11;4
04/01/2018;0;0;1;0;Kisii;shuttle;11;2
04/01/2018;0;0;1;0;Kijauri;shuttle;11;1
04/01/2018;0;0;1;0;Kisii;shuttle;11;4
04/01/2018;0;0;1;0;Kisii;shuttle;11;2
04/01/2018;0;0;1;0;Kisii;shuttle;11;3
04/01/2018;0;0;1;0;Kisii;shuttle;11;5
04/01/2018;0;0;1;0;Kisii;shuttle;11;4
04/01/2018;0;0;1;0;Kisii;shuttle;11;10
04/01/2018;0;0;1;0;Kisii;shuttle;11;6
05/01/2018;1;0;0;0;Kisii;shuttle;11;11
05/01/2018;1;0;0;0;Kisii;shuttle;11;1
05/01/2018;1;0;0;0;Kisii;shuttle;11;1
05/01/2018;1;0;0;0;Kisii;shuttle;11;1
05/01/2018;0;1;0;0;Homa Bay;Bus;49;30
05/01/2018;0;1;0;0;Rongo;Bus;49;2
05/01/2018;0;1;0;0;Rongo;Bus;49;6
05/01/2018;0;1;0;0;Kisii;Bus;49;6
05/01/2018;0;1;0;0;Migori;Bus;49;8
05/01/2018;0;1;0;0;Rongo;Bus;49;1
05/01/2018;0;1;0;0;Rongo;Bus;49;3
05/01/2018;0;1;0;0;Rongo;Bus;49;1
05/01/2018;0;1;0;0;Migori;Bus;49;13
05/01/2018;0;0;1;0;Kisii;shuttle;11;3
05/01/2018;0;0;1;0;Kisii;shuttle;11;1
06/01/2018;0;1;0;0;Sirare;Bus;49;48
06/01/2018;0;1;0;0;Homa Bay;Bus;49;19
06/01/2018;0;1;0;0;Rongo;Bus;49;2
06/01/2018;0;1;0;0;Rongo;Bus;49;6
06/01/2018;0;1;0;0;Kijauri;Bus;49;1
06/01/2018;0;1;0;0;Kisii;Bus;49;4
06/01/2018;0;1;0;0;Rongo;Bus;49;2
06/01/2018;0;1;0;0;Migori;Bus;49;9
06/01/2018;0;1;0;0;Rongo;Bus;49;2
06/01/2018;0;1;0;0;Rongo;Bus;49;4
06/01/2018;0;1;0;0;Migori;Bus;49;16
07/01/2018;1;0;0;0;Kisii;shuttle;11;1
07/01/2018;1;0;0;0;Kisii;shuttle;11;2
07/01/2018;1;0;0;0;Kisii;shuttle;11;8
07/01/2018;1;0;0;0;Kisii;shuttle;11;1
07/01/2018;0;1;0;0;Sirare;Bus;49;15
07/01/2018;0;1;0;0;Keroka;Bus;49;1
07/01/2018;0;1;0;0;Homa Bay;Bus;49;33
07/01/2018;0;1;0;0;Rongo;Bus;49;4
07/01/2018;0;1;0;0;Nyachenge;Bus;49;2
07/01/2018;0;1;0;0;Rongo;Bus;49;6
07/01/2018;0;1;0;0;Kisii;Bus;49;2
07/01/2018;0;1;0;0;Kehancha;Bus;49;11
07/01/2018;0;1;0;0;Migori;Bus;49;4
07/01/2018;0;1;0;0;Awendo;Bus;49;7
07/01/2018;0;1;0;0;Rongo;Bus;49;2
07/01/2018;0;1;0;0;Rongo;Bus;49;1
07/01/2018;0;1;0;0;Migori;Bus;49;12
07/01/2018;0;1;0;0;Awendo;Bus;49;1
07/01/2018;0;1;0;0;Kisii;shuttle;11;1
08/01/2018;1;0;0;0;Kisii;shuttle;11;9
08/01/2018;1;0;0;0;Kisii;shuttle;11;8
08/01/2018;1;0;0;0;Kisii;shuttle;11;7
08/01/2018;1;0;0;0;Kisii;shuttle;11;10
08/01/2018;0;1;0;0;Sirare;Bus;49;42
08/01/2018;0;1;0;0;Homa Bay;Bus;49;31
08/01/2018;0;1;0;0;Rongo;Bus;49;4
08/01/2018;0;1;0;0;Rongo;Bus;49;7
08/01/2018;0;1;0;0;Nyachenge;Bus;49;4
08/01/2018;0;1;0;0;Kisii;Bus;49;3
08/01/2018;0;1;0;0;Kisii;Bus;49;1
08/01/2018;0;1;0;0;Awendo;Bus;49;5
08/01/2018;0;1;0;0;Kehancha;Bus;49;4
08/01/2018;0;1;0;0;Migori;Bus;49;6
08/01/2018;0;1;0;0;Rongo;Bus;49;2
08/01/2018;0;1;0;0;Rongo;Bus;49;2
08/01/2018;0;1;0;0;Migori;Bus;49;28
08/01/2018;0;1;0;0;Awendo;Bus;49;3
09/01/2018;1;0;0;0;Kisii;shuttle;11;1
09/01/2018;1;0;0;0;Kisii;shuttle;11;4
09/01/2018;0;1;0;0;Sirare;Bus;49;50
09/01/2018;0;1;0;0;Rongo;Bus;49;3
09/01/2018;0;1;0;0;Homa Bay;Bus;49;30
09/01/2018;0;1;0;0;Nyachenge;Bus;49;2
09/01/2018;0;1;0;0;Rongo;Bus;49;2
09/01/2018;0;1;0;0;Kisii;Bus;49;1
09/01/2018;0;1;0;0;Kehancha;Bus;49;12
09/01/2018;0;1;0;0;Awendo;Bus;49;11
09/01/2018;0;1;0;0;Migori;Bus;49;7
09/01/2018;0;1;0;0;Rongo;Bus;49;2
09/01/2018;0;1;0;0;Kisii;shuttle;11;5
09/01/2018;0;1;0;0;Kehancha;Bus;49;1
09/01/2018;0;1;0;0;Migori;Bus;49;15
09/01/2018;0;1;0;0;Awendo;Bus;49;1
09/01/2018;0;1;0;0;Kisii;shuttle;11;11
09/01/2018;0;1;0;0;Kisii;shuttle;11;11
09/01/2018;0;1;0;0;Kisii;shuttle;11;10
09/01/2018;0;0;1;0;Kisii;shuttle;11;11
09/01/2018;0;0;1;0;Kisii;shuttle;11;9
09/01/2018;0;0;1;0;Kisii;shuttle;11;8
09/01/2018;0;0;1;0;Kisii;shuttle;11;9
09/01/2018;0;0;1;0;Kisii;shuttle;11;10
09/01/2018;0;0;1;0;Kisii;shuttle;11;9
09/01/2018;0;0;1;0;Kisii;shuttle;11;9
09/01/2018;0;0;1;0;Kisii;shuttle;11;11
09/01/2018;0;0;1;0;Kisii;shuttle;11;8
09/01/2018;0;0;1;0;Kisii;shuttle;11;10
09/01/2018;0;0;1;0;Kisii;shuttle;11;6
09/01/2018;0;0;1;0;Kisii;shuttle;11;9
09/01/2018;0;0;1;0;Kisii;shuttle;11;10
09/01/2018;0;0;1;0;Kisii;shuttle;11;9
09/01/2018;0;0;1;0;Kisii;shuttle;11;8
09/01/2018;0;0;1;0;Kisii;shuttle;11;11
09/01/2018;0;0;1;0;Kisii;shuttle;11;11
09/01/2018;0;0;1;0;Kisii;shuttle;11;8
10/01/2018;1;0;0;0;Kisii;shuttle;11;1
10/01/2018;0;1;0;0;Sirare;Bus;49;46
10/01/2018;0;1;0;0;Kisii;shuttle;11;7
10/01/2018;0;1;0;0;Homa Bay;Bus;49;34
10/01/2018;0;1;0;0;Rongo;Bus;49;1
10/01/2018;0;1;0;0;Rongo;Bus;49;14
10/01/2018;0;1;0;0;Nyachenge;Bus;49;1
10/01/2018;0;1;0;0;Keroka;Bus;49;1
10/01/2018;0;1;0;0;Kisii;Bus;49;3
10/01/2018;0;1;0;0;Awendo;Bus;49;4
10/01/2018;0;1;0;0;Kehancha;Bus;49;15
10/01/2018;0;1;0;0;Migori;Bus;49;10
10/01/2018;0;1;0;0;Rongo;Bus;49;2
10/01/2018;0;1;0;0;Kisii;shuttle;11;9
10/01/2018;0;1;0;0;Awendo;Bus;49;9
10/01/2018;0;1;0;0;Migori;Bus;49;10
10/01/2018;0;1;0;0;Awendo;Bus;49;3
10/01/2018;0;1;0;0;Kisii;shuttle;11;8
10/01/2018;0;1;0;0;Kisii;shuttle;11;8
10/01/2018;0;1;0;0;Kisii;shuttle;11;5
10/01/2018;0;1;0;0;Kisii;shuttle;11;5
10/01/2018;0;0;1;0;Kisii;shuttle;11;6
10/01/2018;0;0;1;0;Kisii;shuttle;11;8
10/01/2018;0;0;1;0;Kisii;shuttle;11;9
10/01/2018;0;0;1;0;Kisii;shuttle;11;7
10/01/2018;0;0;1;0;Kisii;shuttle;11;9
10/01/2018;0;0;1;0;Kisii;shuttle;11;8
10/01/2018;0;0;1;0;Kisii;shuttle;11;11
10/01/2018;0;0;1;0;Kisii;shuttle;11;11
10/01/2018;0;0;1;0;Kisii;shuttle;11;9
10/01/2018;0;0;1;0;Kisii;shuttle;11;11
11/01/2018;1;0;0;0;Kisii;shuttle;11;1
11/01/2018;1;0;0;0;Kisii;shuttle;11;1
11/01/2018;0;1;0;0;Sirare;Bus;49;48
11/01/2018;0;1;0;0;Homa Bay;Bus;49;30
11/01/2018;0;1;0;0;Rongo;Bus;49;7
11/01/2018;0;1;0;0;Rongo;Bus;49;8
11/01/2018;0;1;0;0;Keroka;Bus;49;1
11/01/2018;0;1;0;0;Kijauri;Bus;49;1
11/01/2018;0;1;0;0;Kisii;Bus;49;1
11/01/2018;0;1;0;0;Kehancha;Bus;49;19
11/01/2018;0;1;0;0;Awendo;Bus;49;12
11/01/2018;0;1;0;0;Migori;Bus;49;1
11/01/2018;0;1;0;0;Homa Bay;Bus;49;1
11/01/2018;0;1;0;0;Migori;Bus;49;25
11/01/2018;0;1;0;0;Awendo;Bus;49;3
11/01/2018;0;1;0;0;Kisii;shuttle;11;5
11/01/2018;0;1;0;0;Kisii;shuttle;11;8
11/01/2018;0;1;0;0;Kisii;shuttle;11;7
11/01/2018;0;0;1;0;Kisii;shuttle;11;10
11/01/2018;0;0;1;0;Kisii;shuttle;11;9
11/01/2018;0;0;1;0;Kisii;shuttle;11;10
11/01/2018;0;0;1;0;Kisii;shuttle;11;9
11/01/2018;0;0;1;0;Kisii;shuttle;11;7
11/01/2018;0;0;1;0;Kisii;shuttle;11;7
11/01/2018;0;0;1;0;Kisii;shuttle;11;9
11/01/2018;0;0;1;0;Kisii;shuttle;11;9
11/01/2018;0;0;1;0;Kisii;shuttle;11;8
11/01/2018;0;0;1;0;Kisii;shuttle;11;7
11/01/2018;0;0;1;0;Kisii;shuttle;11;7
11/01/2018;0;0;1;0;Kisii;shuttle;11;9
11/01/2018;0;0;0;1;Kisii;Bus;49;1
11/01/2018;0;0;0;1;Kisii;Bus;49;7
12/01/2018;1;0;0;0;Kisii;shuttle;11;1
12/01/2018;0;1;0;0;Sirare;Bus;49;47
12/01/2018;0;1;0;0;Rongo;Bus;49;9
12/01/2018;0;1;0;0;Homa Bay;Bus;49;33
12/01/2018;0;1;0;0;Rongo;Bus;49;6
12/01/2018;0;1;0;0;Nyachenge;Bus;49;1
12/01/2018;0;1;0;0;Kijauri;Bus;49;1
12/01/2018;0;1;0;0;Kisii;Bus;49;3
12/01/2018;0;1;0;0;Kehancha;Bus;49;16
12/01/2018;0;1;0;0;Awendo;Bus;49;11
12/01/2018;0;1;0;0;Migori;Bus;49;1
12/01/2018;0;1;0;0;Rongo;Bus;49;2
12/01/2018;0;1;0;0;Migori;Bus;49;25
12/01/2018;0;1;0;0;Kisii;shuttle;11;11
12/01/2018;0;0;1;0;Kisii;shuttle;11;7
12/01/2018;0;0;1;0;Kisii;shuttle;11;10
12/01/2018;0;0;1;0;Kisii;shuttle;11;11
12/01/2018;0;0;1;0;Kisii;shuttle;11;11
12/01/2018;0;0;1;0;Kisii;shuttle;11;9
12/01/2018;0;0;1;0;Kisii;shuttle;11;11
12/01/2018;0;0;1;0;Kisii;shuttle;11;8
12/01/2018;0;0;1;0;Kisii;shuttle;11;11
12/01/2018;0;0;1;0;Kisii;shuttle;11;11
12/01/2018;0;0;1;0;Kisii;shuttle;11;11
12/01/2018;0;0;1;0;Kisii;shuttle;11;11
12/01/2018;0;0;1;0;Kisii;shuttle;11;11
12/01/2018;0;0;1;0;Kisii;shuttle;11;11
12/01/2018;0;0;1;0;Kisii;shuttle;11;11
12/01/2018;0;0;1;0;Kisii;shuttle;11;11
12/01/2018;0;0;1;0;Kisii;shuttle;11;11
12/01/2018;0;0;1;0;Kisii;shuttle;11;11
12/01/2018;0;0;1;0;Kisii;shuttle;11;11
12/01/2018;0;0;1;0;Kisii;shuttle;11;11
12/01/2018;0;0;1;0;Kisii;shuttle;11;11
12/01/2018;0;0;1;0;Kisii;shuttle;11;8
12/01/2018;0;0;0;1;Kisii;Bus;49;12
12/01/2018;0;0;0;1;Kisii;Bus;49;13
13/01/2018;1;0;0;0;Kijauri;shuttle;11;1
13/01/2018;1;0;0;0;Kisii;shuttle;11;1
13/01/2018;0;1;0;0;Sirare;Bus;49;47
13/01/2018;0;1;0;0;Rongo;Bus;49;7
13/01/2018;0;1;0;0;Homa Bay;Bus;49;31
13/01/2018;0;1;0;0;Nyachenge;Bus;49;1
13/01/2018;0;1;0;0;Rongo;Bus;49;10
13/01/2018;0;1;0;0;Kijauri;Bus;49;1
13/01/2018;0;1;0;0;Kisii;Bus;49;2
13/01/2018;0;1;0;0;Kehancha;Bus;49;1
13/01/2018;0;1;0;0;Awendo;Bus;49;20
13/01/2018;0;1;0;0;Rongo;Bus;49;1
13/01/2018;0;1;0;0;Migori;Bus;49;18
13/01/2018;0;1;0;0;Awendo;Bus;49;2
13/01/2018;0;1;0;0;Kisii;shuttle;11;1
13/01/2018;0;0;1;0;Kisii;shuttle;11;1
13/01/2018;0;0;1;0;Kisii;shuttle;11;1
14/01/2018;1;0;0;0;Kijauri;shuttle;11;2
14/01/2018;1;0;0;0;Kisii;shuttle;11;1
14/01/2018;1;0;0;0;Kijauri;shuttle;11;1
14/01/2018;1;0;0;0;Keroka;shuttle;11;1
14/01/2018;0;1;0;0;Sirare;Bus;49;47
14/01/2018;0;1;0;0;Homa Bay;Bus;49;33
14/01/2018;0;1;0;0;Rongo;Bus;49;4
14/01/2018;0;1;0;0;Nyachenge;Bus;49;1
14/01/2018;0;1;0;0;Rongo;Bus;49;7
14/01/2018;0;1;0;0;Keroka;Bus;49;1
14/01/2018;0;1;0;0;Kisii;Bus;49;3
14/01/2018;0;1;0;0;Kehancha;Bus;49;5
14/01/2018;0;1;0;0;Awendo;Bus;49;6
14/01/2018;0;1;0;0;Migori;Bus;49;30
14/01/2018;0;1;0;0;Awendo;Bus;49;1
14/01/2018;0;1;0;0;Kisii;shuttle;11;10
14/01/2018;0;1;0;0;Kisii;shuttle;11;5
14/01/2018;0;1;0;0;Kisii;shuttle;11;7
14/01/2018;0;1;0;0;Kisii;shuttle;11;11
14/01/2018;0;0;1;0;Kisii;shuttle;11;11
14/01/2018;0;0;1;0;Kisii;shuttle;11;7
14/01/2018;0;0;1;0;Kisii;shuttle;11;10
14/01/2018;0;0;1;0;Kisii;shuttle;11;9
14/01/2018;0;0;1;0;Kisii;shuttle;11;8
14/01/2018;0;0;1;0;Kisii;shuttle;11;7
14/01/2018;0;0;1;0;Kisii;shuttle;11;10
14/01/2018;0;0;1;0;Kisii;shuttle;11;7
14/01/2018;0;0;1;0;Kisii;shuttle;11;11
14/01/2018;0;0;1;0;Kisii;shuttle;11;1
15/01/2018;1;0;0;0;Kisii;shuttle;11;1
15/01/2018;1;0;0;0;Kisii;shuttle;11;1
15/01/2018;0;1;0;0;Sirare;Bus;49;47
15/01/2018;0;1;0;0;Rongo;Bus;49;4
15/01/2018;0;1;0;0;Homa Bay;Bus;49;32
15/01/2018;0;1;0;0;Nyachenge;Bus;49;1
15/01/2018;0;1;0;0;Kisii;Bus;49;1
15/01/2018;0;1;0;0;Rongo;Bus;49;7
15/01/2018;0;1;0;0;Kisii;Bus;49;3
15/01/2018;0;1;0;0;Rongo;Bus;49;1
15/01/2018;0;1;0;0;Kehancha;Bus;49;2
15/01/2018;0;1;0;0;Awendo;Bus;49;6
15/01/2018;0;1;0;0;Rongo;Bus;49;1
15/01/2018;0;1;0;0;Rongo;Bus;49;2
15/01/2018;0;1;0;0;Migori;Bus;49;17
15/01/2018;0;1;0;0;Kisii;shuttle;11;1
15/01/2018;0;0;1;0;Kisii;shuttle;11;1
15/01/2018;0;0;1;0;Kisii;shuttle;11;1
15/01/2018;0;0;1;0;Kisii;shuttle;11;1
15/01/2018;0;0;0;1;Kisii;Bus;49;1
16/01/2018;1;0;0;0;Kisii;shuttle;11;2
16/01/2018;1;0;0;0;Kisii;shuttle;11;1
16/01/2018;1;0;0;0;Kijauri;shuttle;11;2
16/01/2018;0;1;0;0;Sirare;Bus;49;47
16/01/2018;0;1;0;0;Keroka;Bus;49;1
16/01/2018;0;1;0;0;Homa Bay;Bus;49;31
16/01/2018;0;1;0;0;Rongo;Bus;49;3
16/01/2018;0;1;0;0;Kisii;Bus;49;2
16/01/2018;0;1;0;0;Rongo;Bus;49;9
16/01/2018;0;1;0;0;Kijauri;Bus;49;1
16/01/2018;0;1;0;0;Kehancha;Bus;49;2
16/01/2018;0;1;0;0;Awendo;Bus;49;4
16/01/2018;0;1;0;0;Rongo;Bus;49;3
16/01/2018;0;1;0;0;Rongo;Bus;49;1
16/01/2018;0;1;0;0;Migori;Bus;49;24
16/01/2018;0;1;0;0;Kisii;shuttle;11;2
16/01/2018;0;1;0;0;Kisii;shuttle;11;5
16/01/2018;0;0;1;0;Kisii;shuttle;11;10
16/01/2018;0;0;1;0;Kisii;shuttle;11;6
16/01/2018;0;0;1;0;Kisii;shuttle;11;7
16/01/2018;0;0;1;0;Kisii;shuttle;11;8
16/01/2018;0;0;1;0;Kisii;shuttle;11;9
16/01/2018;0;0;1;0;Kisii;shuttle;11;4
16/01/2018;0;0;1;0;Kisii;shuttle;11;11
17/01/2018;1;0;0;0;Kisii;shuttle;11;2
17/01/2018;1;0;0;0;Kisii;shuttle;11;1
17/01/2018;1;0;0;0;Kijauri;shuttle;11;1
17/01/2018;1;0;0;0;Kijauri;shuttle;11;2
17/01/2018;1;0;0;0;Kijauri;shuttle;11;1
17/01/2018;1;0;0;0;Kisii;shuttle;11;4
17/01/2018;0;1;0;0;Awendo;Bus;49;1
17/01/2018;0;1;0;0;Sirare;Bus;49;46
17/01/2018;0;1;0;0;Keroka;Bus;49;1
17/01/2018;0;1;0;0;Rongo;Bus;49;3
17/01/2018;0;1;0;0;Keroka;Bus;49;8
17/01/2018;0;1;0;0;Homa Bay;Bus;49;32
17/01/2018;0;1;0;0;Rongo;Bus;49;10
17/01/2018;0;1;0;0;Keroka;Bus;49;4
17/01/2018;0;1;0;0;Kehancha;Bus;49;7
17/01/2018;0;1;0;0;Rongo;Bus;49;3
17/01/2018;0;1;0;0;Rongo;Bus;49;1
17/01/2018;0;1;0;0;Kehancha;Bus;49;1
17/01/2018;0;1;0;0;Rongo;Bus;49;1
17/01/2018;0;1;0;0;Migori;Bus;49;31
17/01/2018;0;1;0;0;Awendo;Bus;49;5
17/01/2018;0;1;0;0;Keroka;shuttle;11;1
17/01/2018;0;1;0;0;Kisii;shuttle;11;10
17/01/2018;0;0;1;0;Kisii;shuttle;11;10
17/01/2018;0;0;1;0;Kisii;shuttle;11;10
17/01/2018;0;0;1;0;Kisii;shuttle;11;9
17/01/2018;0;0;1;0;Kisii;shuttle;11;10
17/01/2018;0;0;1;0;Kisii;shuttle;11;10
17/01/2018;0;0;1;0;Kisii;shuttle;11;8
17/01/2018;0;0;1;0;Kisii;shuttle;11;9
18/01/2018;1;0;0;0;Kisii;shuttle;11;1
18/01/2018;1;0;0;0;Kisii;shuttle;11;1
18/01/2018;1;0;0;0;Kisii;shuttle;11;5
18/01/2018;0;1;0;0;Sirare;Bus;49;21
18/01/2018;0;1;0;0;Kisii;shuttle;11;8
18/01/2018;0;1;0;0;Keroka;Bus;49;4
18/01/2018;0;1;0;0;Rongo;Bus;49;8
18/01/2018;0;1;0;0;Homa Bay;Bus;49;21
18/01/2018;0;1;0;0;Rongo;Bus;49;8
18/01/2018;0;1;0;0;Nyachenge;Bus;49;5
18/01/2018;0;1;0;0;Keroka;Bus;49;4
18/01/2018;0;1;0;0;Kisii;Bus;49;3
18/01/2018;0;1;0;0;Awendo;Bus;49;2
18/01/2018;0;1;0;0;Kehancha;Bus;49;8
18/01/2018;0;1;0;0;Migori;Bus;49;2
18/01/2018;0;1;0;0;Rongo;Bus;49;4
18/01/2018;0;1;0;0;Rongo;Bus;49;1
18/01/2018;0;1;0;0;Awendo;Bus;49;8
18/01/2018;0;1;0;0;Migori;Bus;49;30
18/01/2018;0;1;0;0;Kisii;shuttle;11;3
18/01/2018;0;1;0;0;Kisii;shuttle;11;6
18/01/2018;0;1;0;0;Kisii;shuttle;11;9
18/01/2018;0;1;0;0;Kisii;shuttle;11;11
18/01/2018;0;0;1;0;Kisii;shuttle;11;6
18/01/2018;0;0;1;0;Kisii;shuttle;11;6
18/01/2018;0;0;1;0;Kisii;shuttle;11;11
18/01/2018;0;0;1;0;Kisii;shuttle;11;11
18/01/2018;0;0;1;0;Kisii;shuttle;11;10
18/01/2018;0;0;1;0;Kisii;shuttle;11;11
18/01/2018;0;0;1;0;Kisii;shuttle;11;11
18/01/2018;0;0;1;0;Kisii;shuttle;11;11
18/01/2018;0;0;1;0;Kisii;shuttle;11;11
18/01/2018;0;0;1;0;Kisii;shuttle;11;11
18/01/2018;0;0;1;0;Kisii;shuttle;11;11
18/01/2018;0;0;1;0;Kisii;shuttle;11;11
18/01/2018;0;0;1;0;Kisii;shuttle;11;9
18/01/2018;0;0;1;0;Kisii;shuttle;11;11
18/01/2018;0;0;1;0;Kisii;shuttle;11;11
18/01/2018;0;0;1;0;Kisii;shuttle;11;11
18/01/2018;0;0;0;1;Kisii;Bus;49;2
18/01/2018;0;0;0;1;Kisii;Bus;49;5
19/01/2018;1;0;0;0;Kisii;shuttle;11;1
19/01/2018;1;0;0;0;Kisii;shuttle;11;1
19/01/2018;1;0;0;0;Kisii;shuttle;11;1
19/01/2018;1;0;0;0;Keroka;shuttle;11;1
19/01/2018;0;1;0;0;Sirare;Bus;49;37
19/01/2018;0;1;0;0;Keroka;Bus;49;4
19/01/2018;0;1;0;0;Rongo;Bus;49;3
19/01/2018;0;1;0;0;Homa Bay;Bus;49;34
19/01/2018;0;1;0;0;Nyachenge;Bus;49;3
19/01/2018;0;1;0;0;Rongo;Bus;49;9
19/01/2018;0;1;0;0;Kisii;Bus;49;1
19/01/2018;0;1;0;0;Kisii;Bus;49;1
19/01/2018;0;1;0;0;Awendo;Bus;49;12
19/01/2018;0;1;0;0;Kehancha;Bus;49;5
19/01/2018;0;1;0;0;Migori;Bus;49;1
19/01/2018;0;1;0;0;Rongo;Bus;49;3
19/01/2018;0;1;0;0;Rongo;Bus;49;1
19/01/2018;0;1;0;0;Homa Bay;Bus;49;3
19/01/2018;0;1;0;0;Migori;Bus;49;31
19/01/2018;0;1;0;0;Awendo;Bus;49;1
19/01/2018;0;1;0;0;Kisii;shuttle;11;5
19/01/2018;0;1;0;0;Kisii;shuttle;11;5
19/01/2018;0;1;0;0;Kisii;shuttle;11;11
19/01/2018;0;0;1;0;Kisii;shuttle;11;6
